ID,Start_Date,End_Date,Duration,Category,Category_Kickstarter,Success,Funding,Funding_IHS,Target,Target_IHS,Staff_Pick,Backers,Video_Header,Videos_Bool,Images_Bool,Description,Rewards,Prev_Success,Backed,Updates,Links,Albania,Andorra,Angola,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Benin,Bermuda,Bolivia,Bosnia and Herz.,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cayman Is.,Chile,China,Colombia,Costa Rica,Croatia,Cyprus,Czechia,Denmark,Dominican Rep.,Ecuador,Egypt,El Salvador,Estonia,Faeroe Is.,Finland,France,French Guiana,Fr. Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Vatican,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Côte d'Ivoire,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mexico,Moldova,Monaco,Montenegro,Morocco,Mozambique,Namibia,Netherlands,New Caledonia,New Zealand,Nigeria,N. Mariana Is.,Norway,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Réunion,San Marino,Saudi Arabia,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Taiwan,Tanzania,Thailand,Bahamas,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Venezuela,Vietnam,EU_Backers_Tot,EU_Backers_Share,Same_Ctry_Tot,Same_Ctry_Share,Austria_Bool,Belgium_Bool,Bulgaria_Bool,Croatia_Bool,Cyprus_Bool,Czechia_Bool,Denmark_Bool,Estonia_Bool,Finland_Bool,France_Bool,Germany_Bool,Greece_Bool,Hungary_Bool,Ireland_Bool,Italy_Bool,Latvia_Bool,Lithuania_Bool,Luxembourg_Bool,Malta_Bool,Netherlands_Bool,Poland_Bool,Portugal_Bool,Romania_Bool,Slovakia_Bool,Slovenia_Bool,Spain_Bool,Sweden_Bool,Creator_Location,Creator_Coord,Avg_Dist_EU,Country_Pop,lnCountry_Pop
https://www.kickstarter.com/projects/lauradre/kyoto-dreams-limited-edition-collectors-vinyl/,2022-02-08,2022-03-10,30,Media & Entertainment,music,1,12218.59,10.10386102368738,9115.89,9.810921507165242,0,111,1,0,1,19,6,0,1,8,1,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,60,0,0,0,15,0.13513513513513514,10,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bremen, Germany",POINT (8.80717 53.07582),370.824196218922,84358845,18.25059022215822
https://www.kickstarter.com/projects/huginn-muninn-games/solar-system-art-drink-coaster-aurea-style/,2022-02-08,2022-03-10,30,Media & Entertainment,games,1,327.29,6.483996142441265,219.66,6.08523325817166,0,19,0,0,1,19,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,13,0.6842105263157895,9,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vienna, Austria",POINT (16.37208 48.20849),440.7783706644708,9104772,16.02430922964415
https://www.kickstarter.com/projects/2076010629/stylized-middle-ages-part-3/,2022-02-18,2022-03-10,20,Media & Entertainment,games,1,2277.87,8.424143303517193,439.32,6.77837655280052,0,32,0,1,1,13,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,13,0,0,0,6,0.1875,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Weil der Stadt, Germany",POINT (8.87176 48.74953),609.1464674277595,84358845,18.25059022215822
https://www.kickstarter.com/projects/creativeplace/silly-heroes-in-trouble-gdr/,2022-02-18,2022-03-11,21,Media & Entertainment,games,1,5089.05,9.227993641866597,3818.15,8.940668488807836,0,93,1,0,1,14,7,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,87,0.935483870967742,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Italia, Italy",POINT (12.51133 41.89193),94.09113466103126,58997201,17.89300056006668
https://www.kickstarter.com/projects/marcialart/innocence-or-money-v-001/,2022-01-10,2022-03-11,60,Media & Entertainment,games,0,1276,7.844632798010699,20685,10.630311260039749,0,24,1,1,1,11,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Madrid, Spain",POINT (-3.70256 40.4165),1605.6325215255158,48085361,17.68848834363927
https://www.kickstarter.com/projects/missohana/aventure-is-out-there-pins-disney-la-haut/,2022-02-10,2022-03-12,30,Creative Arts,art,1,1886.17,8.235450847820426,1854.53,8.218533826915419,0,51,0,0,1,3,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,31,0.6078431372549019,30,0.967741935483871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France, France",POINT (2.3488 48.85341),261.29456778693435,68172977,18.037558812621626
https://www.kickstarter.com/projects/1129047638/projekt-sinnvoll-kreativsets/,2022-02-04,2022-03-13,37,Creative Arts,crafts,0,1044,7.643962178373716,5318,9.271999761202729,0,21,1,0,1,4,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0.8095238095238095,16,0.9411764705882352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Plauen, Germany",POINT (12.13782 50.4973),180.45805230622975,84358845,18.25059022215822
https://www.kickstarter.com/projects/book4games/precision-game-storage-boxes/,2022-02-11,2022-03-13,30,Media & Entertainment,games,0,10972,9.996249034694111,17998,10.491163100925617,0,127,0,0,1,18,22,0,2,10,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2,0,0,0,0,0,0,0,0,12,42,0,0,0,51,0.4015748031496063,30,0.5882352941176471,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Toulouse, France",POINT (1.44367 43.60426),619.7998911295097,68172977,18.037558812621626
https://www.kickstarter.com/projects/xeniya/welcome-ramadan-children-story/,2022-02-16,2022-03-13,25,Literature & Journalism,publishing,1,2729.43,8.60499528928824,2727.25,8.604196268649481,1,25,1,0,1,2,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,8,0.32,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Hague, Netherlands",POINT (4.29861 52.07667),141.8972261634844,17811291,16.69534314000541
https://www.kickstarter.com/projects/cva-8888-ccc-5554-61/chaos-creativity-and-connection/,2022-01-27,2022-03-14,46,Literature & Journalism,publishing,0,1694,8.127995142890997,5864,9.36973443139673,0,15,1,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,0.7333333333333333,9,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bologna, Italy",POINT (11.33875 44.49381),347.3441251610059,58997201,17.89300056006668
